state,candidate_name,pct_trend_adjusted
North Dakota,Convention Bounce for Joseph R. Biden Jr.,0.21328249694751666
North Dakota,Donald Trump,0.9578138430526992
North Dakota,Joseph R. Biden Jr.,1.0542667125009175
Ohio,Convention Bounce for Donald Trump,0.3010997292005134
Ohio,Convention Bounce for Joseph R. Biden Jr.,0.3126262632233709
Ohio,Donald Trump,0.5123052463588261
Ohio,Joseph R. Biden Jr.,0.4688696162976706
Oklahoma,Convention Bounce for Donald Trump,0.4760464247802102
Oklahoma,Convention Bounce for Joseph R. Biden Jr.,0.21363205863251827
Oklahoma,Donald Trump,0.578281139330267
Oklahoma,Joseph R. Biden Jr.,0.7211869720685786
Oregon,Convention Bounce for Donald Trump,0.25661781546128537
Oregon,Convention Bounce for Joseph R. Biden Jr.,0.33301641372950136
Oregon,Donald Trump,0.3869234706961628
Oregon,Joseph R. Biden Jr.,0.8867903590619258
Pennsylvania,Convention Bounce for Donald Trump,0.46702535885256113
Pennsylvania,Convention Bounce for Joseph R. Biden Jr.,0.3550803825792371
Pennsylvania,Donald Trump,0.5038169537149075
Pennsylvania,Joseph R. Biden Jr.,0.34354184606938026
Rhode Island,Convention Bounce for Donald Trump,0.2534766123923359
Rhode Island,Convention Bounce for Joseph R. Biden Jr.,0.2540747378415396
Rhode Island,Donald Trump,2.2983484456953684
Rhode Island,Joseph R. Biden Jr.,1.8328438728586935
South Carolina,Convention Bounce for Donald Trump,0.17445486826229842
South Carolina,Convention Bounce for Joseph R. Biden Jr.,0.1950644289438859
South Carolina,Donald Trump,0.5647968102669195
South Carolina,Joseph R. Biden Jr.,0.5565026121331228
South Dakota,Convention Bounce for Donald Trump,0.568111516687625
South Dakota,Convention Bounce for Joseph R. Biden Jr.,0.38827280942740416
South Dakota,Donald Trump,2.0013884275968232
South Dakota,Joseph R. Biden Jr.,1.0770240899008103
Tennessee,Convention Bounce for Donald Trump,0.3012187886047705
Tennessee,Convention Bounce for Joseph R. Biden Jr.,0.1963817195930963
Tennessee,Donald Trump,0.39776951782531683
Tennessee,Joseph R. Biden Jr.,0.2919095366556728
Texas,Convention Bounce for Donald Trump,0.5568567665055664
Texas,Convention Bounce for Joseph R. Biden Jr.,0.509879296446238
Texas,Donald Trump,0.3043218247085479
Texas,Joseph R. Biden Jr.,0.5281015923598699
Utah,Convention Bounce for Donald Trump,0.20814262771421782
Utah,Convention Bounce for Joseph R. Biden Jr.,0.28956647885047865
Utah,Donald Trump,0.7028631884750115
Utah,Joseph R. Biden Jr.,1.0893603612340663
Vermont,Convention Bounce for Donald Trump,0.43376773107087424
Vermont,Convention Bounce for Joseph R. Biden Jr.,0.22208315938278347
Vermont,Donald Trump,0.9516668684169953
Vermont,Joseph R. Biden Jr.,2.2190803022321473
Virginia,Convention Bounce for Donald Trump,0.32532967497671883
Virginia,Convention Bounce for Joseph R. Biden Jr.,0.24908137966654914
Virginia,Donald Trump,0.5910783112264143
Virginia,Joseph R. Biden Jr.,0.5984410307559431
Washington,Convention Bounce for Donald Trump,0.2869031898026559
Washington,Convention Bounce for Joseph R. Biden Jr.,0.3885060793640694
Washington,Donald Trump,0.6479835326086741
Washington,Joseph R. Biden Jr.,0.9578730292830276
West Virginia,Convention Bounce for Donald Trump,0.518056443932146
West Virginia,Convention Bounce for Joseph R. Biden Jr.,0.3917652581780897
West Virginia,Donald Trump,1.539568590421394
West Virginia,Joseph R. Biden Jr.,1.0321458784537638
Wisconsin,Convention Bounce for Donald Trump,0.48157666656958886
Wisconsin,Convention Bounce for Joseph R. Biden Jr.,0.39408440006935713
Wisconsin,Donald Trump,0.4123656990769104
Wisconsin,Joseph R. Biden Jr.,0.5249565953964063
Wyoming,Convention Bounce for Donald Trump,0.6048566070754196
Wyoming,Convention Bounce for Joseph R. Biden Jr.,0.42752627851924657
Wyoming,Donald Trump,1.6957701627670982
Wyoming,Joseph R. Biden Jr.,0.8049733092255879
